"Date","Price","lag2","lag3","lag4","lag5"
2016-02-29,33.75,33.1033333333333,32.78,33.07,32.15
2016-03-01,34.4,33.4266666666667,33.1033333333333,32.78,33.07
2016-03-02,34.66,33.75,33.4266666666667,33.1033333333333,32.78
2016-03-03,34.57,34.4,33.75,33.4266666666667,33.1033333333333
2016-03-04,35.92,34.66,34.4,33.75,33.4266666666667
2016-03-05,36.58,34.57,34.66,34.4,33.75
2016-03-06,37.24,35.92,34.57,34.66,34.4
2016-03-07,37.9,36.58,35.92,34.57,34.66
2016-03-08,36.5,37.24,36.58,35.92,34.57
2016-03-09,38.29,37.9,37.24,36.58,35.92
2016-03-10,37.84,36.5,37.9,37.24,36.58
2016-03-11,38.5,38.29,36.5,37.9,37.24
2016-03-12,38.06,37.84,38.29,36.5,37.9
2016-03-13,37.62,38.5,37.84,38.29,36.5
2016-03-14,37.18,38.06,38.5,37.84,38.29
2016-03-15,36.34,37.62,38.06,38.5,37.84
2016-03-16,38.46,37.18,37.62,38.06,38.5
2016-03-17,40.2,36.34,37.18,37.62,38.06
2016-03-18,39.44,38.46,36.34,37.18,37.62
2016-03-19,39.5966666666667,40.2,38.46,36.34,37.18
2016-03-20,39.7533333333333,39.44,40.2,38.46,36.34
2016-03-21,39.91,39.5966666666667,39.44,40.2,38.46
2016-03-22,41.45,39.7533333333333,39.5966666666667,39.44,40.2
2016-03-23,39.79,39.91,39.7533333333333,39.5966666666667,39.44
2016-03-24,39.46,41.45,39.91,39.7533333333333,39.5966666666667
2016-03-25,39.4425,39.79,41.45,39.91,39.7533333333333
2016-03-26,39.425,39.46,39.79,41.45,39.91
2016-03-27,39.4075,39.4425,39.46,39.79,41.45
2016-03-28,39.39,39.425,39.4425,39.46,39.79
2016-03-29,38.28,39.4075,39.425,39.4425,39.46
2016-03-30,38.32,39.39,39.4075,39.425,39.4425
2016-03-31,38.34,38.28,39.39,39.4075,39.425
2016-04-01,36.79,38.32,38.28,39.39,39.4075
2016-04-02,36.4266666666667,38.34,38.32,38.28,39.39
2016-04-03,36.0633333333333,36.79,38.34,38.32,38.28
2016-04-04,35.7,36.4266666666667,36.79,38.34,38.32
2016-04-05,35.89,36.0633333333333,36.4266666666667,36.79,38.34
2016-04-06,37.75,35.7,36.0633333333333,36.4266666666667,36.79
2016-04-07,37.26,35.89,35.7,36.0633333333333,36.4266666666667
2016-04-08,39.72,37.75,35.89,35.7,36.0633333333333
2016-04-09,39.9333333333333,37.26,37.75,35.89,35.7
2016-04-10,40.1466666666667,39.72,37.26,37.75,35.89
2016-04-11,40.36,39.9333333333333,39.72,37.26,37.75
2016-04-12,42.17,40.1466666666667,39.9333333333333,39.72,37.26
2016-04-13,41.76,40.36,40.1466666666667,39.9333333333333,39.72
2016-04-14,41.5,42.17,40.36,40.1466666666667,39.9333333333333
2016-04-15,40.36,41.76,42.17,40.36,40.1466666666667
2016-04-16,40.1666666666667,41.5,41.76,42.17,40.36
2016-04-17,39.9733333333333,40.36,41.5,41.76,42.17
2016-04-18,39.78,40.1666666666667,40.36,41.5,41.76
2016-04-19,41.08,39.9733333333333,40.1666666666667,40.36,41.5
2016-04-20,42.63,39.78,39.9733333333333,40.1666666666667,40.36
2016-04-21,43.18,41.08,39.78,39.9733333333333,40.1666666666667
2016-04-22,43.73,42.63,41.08,39.78,39.9733333333333
2016-04-23,43.3666666666667,43.18,42.63,41.08,39.78
2016-04-24,43.0033333333333,43.73,43.18,42.63,41.08
2016-04-25,42.64,43.3666666666667,43.73,43.18,42.63
2016-04-26,44.04,43.0033333333333,43.3666666666667,43.73,43.18
2016-04-27,45.33,42.64,43.0033333333333,43.3666666666667,43.73
2016-04-28,46.03,44.04,42.64,43.0033333333333,43.3666666666667
2016-04-29,45.92,45.33,44.04,42.64,43.0033333333333
2016-04-30,45.54,46.03,45.33,44.04,42.64
2016-05-01,45.16,45.92,46.03,45.33,44.04
2016-05-02,44.78,45.54,45.92,46.03,45.33
2016-05-03,43.65,45.16,45.54,45.92,46.03
2016-05-04,43.78,44.78,45.16,45.54,45.92
2016-05-05,44.32,43.65,44.78,45.16,45.54
2016-05-06,44.66,43.78,43.65,44.78,45.16
2016-05-07,44.2533333333333,44.32,43.78,43.65,44.78
2016-05-08,43.8466666666667,44.66,44.32,43.78,43.65
2016-05-09,43.44,44.2533333333333,44.66,44.32,43.78
2016-05-10,44.66,43.8466666666667,44.2533333333333,44.66,44.32
2016-05-11,46.23,43.44,43.8466666666667,44.2533333333333,44.66
2016-05-12,46.7,44.66,43.44,43.8466666666667,44.2533333333333
2016-05-13,46.21,46.23,44.66,43.44,43.8466666666667
2016-05-14,46.7133333333333,46.7,46.23,44.66,43.44
2016-05-15,47.2166666666667,46.21,46.7,46.23,44.66
2016-05-16,47.72,46.7133333333333,46.21,46.7,46.23
2016-05-17,48.31,47.2166666666667,46.7133333333333,46.21,46.7
2016-05-18,48.19,47.72,47.2166666666667,46.7133333333333,46.21
2016-05-19,48.16,48.31,47.72,47.2166666666667,46.7133333333333
2016-05-20,47.75,48.19,48.31,47.72,47.2166666666667
2016-05-21,47.86,48.16,48.19,48.31,47.72
2016-05-22,47.97,47.75,48.16,48.19,48.31
2016-05-23,48.08,47.86,47.75,48.16,48.19
2016-05-24,48.62,47.97,47.86,47.75,48.16
2016-05-25,49.56,48.08,47.97,47.86,47.75
2016-05-26,49.48,48.62,48.08,47.97,47.86
2016-05-27,49.33,49.56,48.62,48.08,47.97
2016-05-28,49.455,49.48,49.56,48.62,48.08
2016-05-29,49.58,49.33,49.48,49.56,48.62
2016-05-30,49.51,49.455,49.33,49.48,49.56
2016-05-31,49.1,49.58,49.455,49.33,49.48
2016-06-01,49.01,49.51,49.58,49.455,49.33
2016-06-02,49.17,49.1,49.51,49.58,49.455
2016-06-03,48.62,49.01,49.1,49.51,49.58
2016-06-04,48.9766666666667,49.17,49.01,49.1,49.51
2016-06-05,49.3333333333333,48.62,49.17,49.01,49.1
2016-06-06,49.69,48.9766666666667,48.62,49.17,49.01
2016-06-07,50.36,49.3333333333333,48.9766666666667,48.62,49.17
2016-06-08,51.23,49.69,49.3333333333333,48.9766666666667,48.62
2016-06-09,50.56,50.36,49.69,49.3333333333333,48.9766666666667
2016-06-10,49.07,51.23,50.36,49.69,49.3333333333333
2016-06-11,49.0066666666667,50.56,51.23,50.36,49.69
2016-06-12,48.9433333333333,49.07,50.56,51.23,50.36
2016-06-13,48.88,49.0066666666667,49.07,50.56,51.23
2016-06-14,48.49,48.9433333333333,49.0066666666667,49.07,50.56
2016-06-15,48.01,48.88,48.9433333333333,49.0066666666667,49.07
2016-06-16,46.21,48.49,48.88,48.9433333333333,49.0066666666667
2016-06-17,47.98,48.01,48.49,48.88,48.9433333333333
2016-06-18,48.4433333333333,46.21,48.01,48.49,48.88
2016-06-19,48.9066666666667,47.98,46.21,48.01,48.49
2016-06-20,49.37,48.4433333333333,47.98,46.21,48.01
2016-06-21,48.85,48.9066666666667,48.4433333333333,47.98,46.21
2016-06-22,49.13,49.37,48.9066666666667,48.4433333333333,47.98
2016-06-23,50.11,48.85,49.37,48.9066666666667,48.4433333333333
2016-06-24,47.64,49.13,48.85,49.37,48.9066666666667
2016-06-25,47.2033333333333,50.11,49.13,48.85,49.37
2016-06-26,46.7666666666667,47.64,50.11,49.13,48.85
2016-06-27,46.33,47.2033333333333,47.64,50.11,49.13
2016-06-28,47.85,46.7666666666667,47.2033333333333,47.64,50.11
2016-06-29,49.88,46.33,46.7666666666667,47.2033333333333,47.64
2016-06-30,48.33,47.85,46.33,46.7666666666667,47.2033333333333
2016-07-01,48.99,49.88,47.85,46.33,46.7666666666667
2016-07-02,49,48.33,49.88,47.85,46.33
2016-07-03,49.01,48.99,48.33,49.88,47.85
2016-07-04,48.65,49,48.99,48.33,49.88
2016-07-05,46.6,49.01,49,48.99,48.33
2016-07-06,47.43,48.65,49.01,49,48.99
2016-07-07,45.14,46.6,48.65,49.01,49
2016-07-08,45.41,47.43,46.6,48.65,49.01
2016-07-09,45.1933333333333,45.14,47.43,46.6,48.65
2016-07-10,44.9766666666667,45.41,45.14,47.43,46.6
2016-07-11,44.76,45.1933333333333,45.41,45.14,47.43
2016-07-12,46.8,44.9766666666667,45.1933333333333,45.41,45.14
2016-07-13,44.75,44.76,44.9766666666667,45.1933333333333,45.41
2016-07-14,45.68,46.8,44.76,44.9766666666667,45.1933333333333
2016-07-15,45.95,44.75,46.8,44.76,44.9766666666667
2016-07-16,45.7133333333333,45.68,44.75,46.8,44.76
2016-07-17,45.4766666666667,45.95,45.68,44.75,46.8
2016-07-18,45.24,45.7133333333333,45.95,45.68,44.75
2016-07-19,44.65,45.4766666666667,45.7133333333333,45.95,45.68
2016-07-20,44.94,45.24,45.4766666666667,45.7133333333333,45.95
2016-07-21,44.75,44.65,45.24,45.4766666666667,45.7133333333333
2016-07-22,44.19,44.94,44.65,45.24,45.4766666666667
2016-07-23,43.8366666666667,44.75,44.94,44.65,45.24
2016-07-24,43.4833333333333,44.19,44.75,44.94,44.65
2016-07-25,43.13,43.8366666666667,44.19,44.75,44.94
2016-07-26,42.92,43.4833333333333,43.8366666666667,44.19,44.75
2016-07-27,41.92,43.13,43.4833333333333,43.8366666666667,44.19
2016-07-28,41.14,42.92,43.13,43.4833333333333,43.8366666666667
2016-07-29,41.6,41.92,42.92,43.13,43.4833333333333
2016-07-30,41.0866666666667,41.14,41.92,42.92,43.13
2016-07-31,40.5733333333333,41.6,41.14,41.92,42.92
2016-08-01,40.06,41.0866666666667,41.6,41.14,41.92
2016-08-02,39.51,40.5733333333333,41.0866666666667,41.6,41.14
2016-08-03,40.83,40.06,40.5733333333333,41.0866666666667,41.6
2016-08-04,41.93,39.51,40.06,40.5733333333333,41.0866666666667
2016-08-05,41.8,40.83,39.51,40.06,40.5733333333333
2016-08-06,42.2066666666667,41.93,40.83,39.51,40.06
2016-08-07,42.6133333333333,41.8,41.93,40.83,39.51
2016-08-08,43.02,42.2066666666667,41.8,41.93,40.83
2016-08-09,42.77,42.6133333333333,42.2066666666667,41.8,41.93
2016-08-10,41.71,43.02,42.6133333333333,42.2066666666667,41.8
2016-08-11,43.49,42.77,43.02,42.6133333333333,42.2066666666667
2016-08-12,44.49,41.71,42.77,43.02,42.6133333333333
2016-08-13,44.9066666666667,43.49,41.71,42.77,43.02
2016-08-14,45.3233333333333,44.49,43.49,41.71,42.77
2016-08-15,45.74,44.9066666666667,44.49,43.49,41.71
2016-08-16,46.58,45.3233333333333,44.9066666666667,44.49,43.49
2016-08-17,46.79,45.74,45.3233333333333,44.9066666666667,44.49
2016-08-18,48.22,46.58,45.74,45.3233333333333,44.9066666666667
2016-08-19,48.52,46.79,46.58,45.74,45.3233333333333
2016-08-20,48.03,48.22,46.79,46.58,45.74
2016-08-21,47.54,48.52,48.22,46.79,46.58
2016-08-22,47.05,48.03,48.52,48.22,46.79
2016-08-23,48.1,47.54,48.03,48.52,48.22
2016-08-24,46.77,47.05,47.54,48.03,48.52
2016-08-25,47.33,48.1,47.05,47.54,48.03
2016-08-26,47.64,46.77,48.1,47.05,47.54
2016-08-27,47.42,47.33,46.77,48.1,47.05
2016-08-28,47.2,47.64,47.33,46.77,48.1
2016-08-29,46.98,47.42,47.64,47.33,46.77
2016-08-30,46.35,47.2,47.42,47.64,47.33
2016-08-31,44.7,46.98,47.2,47.42,47.64
2016-09-01,43.16,46.35,46.98,47.2,47.42
2016-09-02,44.44,44.7,46.35,46.98,47.2
2016-09-03,44.275,43.16,44.7,46.35,46.98
2016-09-04,44.11,44.44,43.16,44.7,46.35
2016-09-05,45.07,44.275,44.44,43.16,44.7
2016-09-06,44.83,44.11,44.275,44.44,43.16
2016-09-07,45.5,45.07,44.11,44.275,44.44
2016-09-08,47.62,44.83,45.07,44.11,44.275
2016-09-09,45.88,45.5,44.83,45.07,44.11
2016-09-10,46.0166666666667,47.62,45.5,44.83,45.07
2016-09-11,46.1533333333333,45.88,47.62,45.5,44.83
2016-09-12,46.29,46.0166666666667,45.88,47.62,45.5
2016-09-13,44.9,46.1533333333333,46.0166666666667,45.88,47.62
2016-09-14,43.58,46.29,46.1533333333333,46.0166666666667,45.88
2016-09-15,43.91,44.9,46.29,46.1533333333333,46.0166666666667
2016-09-16,43.03,43.58,44.9,46.29,46.1533333333333
2016-09-17,43.12,43.91,43.58,44.9,46.29
2016-09-18,43.21,43.03,43.91,43.58,44.9
2016-09-19,43.3,43.12,43.03,43.91,43.58
2016-09-20,43.44,43.21,43.12,43.03,43.91
2016-09-21,45.34,43.3,43.21,43.12,43.03
2016-09-22,46.32,43.44,43.3,43.21,43.12
2016-09-23,44.48,45.34,43.44,43.3,43.21
2016-09-24,44.9633333333333,46.32,45.34,43.44,43.3
2016-09-25,45.4466666666667,44.48,46.32,45.34,43.44
2016-09-26,45.93,44.9633333333333,44.48,46.32,45.34
2016-09-27,44.67,45.4466666666667,44.9633333333333,44.48,46.32
2016-09-28,47.05,45.93,45.4466666666667,44.9633333333333,44.48
2016-09-29,47.83,44.67,45.93,45.4466666666667,44.9633333333333
2016-09-30,48.24,47.05,44.67,45.93,45.4466666666667
2016-10-01,48.43,47.83,47.05,44.67,45.93
2016-10-02,48.62,48.24,47.83,47.05,44.67
2016-10-03,48.81,48.43,48.24,47.83,47.05
2016-10-04,48.69,48.62,48.43,48.24,47.83
2016-10-05,49.83,48.81,48.62,48.43,48.24
2016-10-06,50.44,48.69,48.81,48.62,48.43
2016-10-07,49.81,49.83,48.69,48.81,48.62
2016-10-08,50.3233333333333,50.44,49.83,48.69,48.81
2016-10-09,50.8366666666667,49.81,50.44,49.83,48.69
2016-10-10,51.35,50.3233333333333,49.81,50.44,49.83
2016-10-11,50.79,50.8366666666667,50.3233333333333,49.81,50.44
2016-10-12,50.18,51.35,50.8366666666667,50.3233333333333,49.81
2016-10-13,50.44,50.79,51.35,50.8366666666667,50.3233333333333
2016-10-14,50.35,50.18,50.79,51.35,50.8366666666667
2016-10-15,50.2133333333333,50.44,50.18,50.79,51.35
2016-10-16,50.0766666666667,50.35,50.44,50.18,50.79
2016-10-17,49.94,50.2133333333333,50.35,50.44,50.18
2016-10-18,50.29,50.0766666666667,50.2133333333333,50.35,50.44
2016-10-19,51.6,49.94,50.0766666666667,50.2133333333333,50.35
2016-10-20,50.43,50.29,49.94,50.0766666666667,50.2133333333333
2016-10-21,50.85,51.6,50.29,49.94,50.0766666666667
2016-10-22,50.74,50.43,51.6,50.29,49.94
2016-10-23,50.63,50.85,50.43,51.6,50.29
2016-10-24,50.52,50.74,50.85,50.43,51.6
2016-10-25,49.96,50.63,50.74,50.85,50.43
2016-10-26,49.18,50.52,50.63,50.74,50.85
2016-10-27,49.72,49.96,50.52,50.63,50.74
2016-10-28,48.7,49.18,49.96,50.52,50.63
2016-10-29,48.0866666666667,49.72,49.18,49.96,50.52
2016-10-30,47.4733333333333,48.7,49.72,49.18,49.96
2016-10-31,46.86,48.0866666666667,48.7,49.72,49.18
2016-11-01,46.67,47.4733333333333,48.0866666666667,48.7,49.72
2016-11-02,45.34,46.86,47.4733333333333,48.0866666666667,48.7
2016-11-03,44.66,46.67,46.86,47.4733333333333,48.0866666666667
2016-11-04,44.07,45.34,46.67,46.86,47.4733333333333
2016-11-05,44.3433333333333,44.66,45.34,46.67,46.86
2016-11-06,44.6166666666667,44.07,44.66,45.34,46.67
2016-11-07,44.89,44.3433333333333,44.07,44.66,45.34
2016-11-08,44.98,44.6166666666667,44.3433333333333,44.07,44.66
2016-11-09,45.27,44.89,44.6166666666667,44.3433333333333,44.07
2016-11-10,44.66,44.98,44.89,44.6166666666667,44.3433333333333
2016-11-11,43.41,45.27,44.98,44.89,44.6166666666667
2016-11-12,43.38,44.66,45.27,44.98,44.89
2016-11-13,43.35,43.41,44.66,45.27,44.98
2016-11-14,43.32,43.38,43.41,44.66,45.27
2016-11-15,45.81,43.35,43.38,43.41,44.66
2016-11-16,45.57,43.32,43.35,43.38,43.41
2016-11-17,45.42,45.81,43.32,43.35,43.38
2016-11-18,45.69,45.57,45.81,43.32,43.35
2016-11-19,46.29,45.42,45.57,45.81,43.32
2016-11-20,46.89,45.69,45.42,45.57,45.81
2016-11-21,47.49,46.29,45.69,45.42,45.57
2016-11-22,48.03,46.89,46.29,45.69,45.42
2016-11-23,47.96,47.49,46.89,46.29,45.69
2016-11-24,47.98,48.03,47.49,46.89,46.29
2016-11-25,46.06,47.96,48.03,47.49,46.89
2016-11-26,46.4,47.98,47.96,48.03,47.49
2016-11-27,46.74,46.06,47.98,47.96,48.03
2016-11-28,47.08,46.4,46.06,47.98,47.96
2016-11-29,45.23,46.74,46.4,46.06,47.98
2016-11-30,49.44,47.08,46.74,46.4,46.06
2016-12-01,51.06,45.23,47.08,46.74,46.4
2016-12-02,51.68,49.44,45.23,47.08,46.74
2016-12-03,51.7166666666667,51.06,49.44,45.23,47.08
2016-12-04,51.7533333333333,51.68,51.06,49.44,45.23
2016-12-05,51.79,51.7166666666667,51.68,51.06,49.44
2016-12-06,50.93,51.7533333333333,51.7166666666667,51.68,51.06
2016-12-07,49.77,51.79,51.7533333333333,51.7166666666667,51.68
2016-12-08,50.84,50.93,51.79,51.7533333333333,51.7166666666667
2016-12-09,51.5,49.77,50.93,51.79,51.7533333333333
2016-12-10,51.9433333333333,50.84,49.77,50.93,51.79
2016-12-11,52.3866666666667,51.5,50.84,49.77,50.93
2016-12-12,52.83,51.9433333333333,51.5,50.84,49.77
2016-12-13,52.98,52.3866666666667,51.9433333333333,51.5,50.84
2016-12-14,51.04,52.83,52.3866666666667,51.9433333333333,51.5
2016-12-15,50.9,52.98,52.83,52.3866666666667,51.9433333333333
2016-12-16,51.9,51.04,52.98,52.83,52.3866666666667
2016-12-17,51.9733333333333,50.9,51.04,52.98,52.83
2016-12-18,52.0466666666667,51.9,50.9,51.04,52.98
2016-12-19,52.12,51.9733333333333,51.9,50.9,51.04
2016-12-20,52.23,52.0466666666667,51.9733333333333,51.9,50.9
2016-12-21,52.49,52.12,52.0466666666667,51.9733333333333,51.9
2016-12-22,52.95,52.23,52.12,52.0466666666667,51.9733333333333
2016-12-23,53.02,52.49,52.23,52.12,52.0466666666667
2016-12-24,53.0766666666667,52.95,52.49,52.23,52.12
2016-12-25,53.1333333333333,53.02,52.95,52.49,52.23
2016-12-26,53.19,53.0766666666667,53.02,52.95,52.49
2016-12-27,53.9,53.1333333333333,53.0766666666667,53.02,52.95
2016-12-28,54.06,53.19,53.1333333333333,53.0766666666667,53.02
2016-12-29,53.77,53.9,53.19,53.1333333333333,53.0766666666667
2016-12-30,53.72,54.06,53.9,53.19,53.1333333333333
2016-12-31,53.8233333333333,53.77,54.06,53.9,53.19
2017-01-01,53.9266666666667,53.72,53.77,54.06,53.9
2017-01-02,54.03,53.8233333333333,53.72,53.77,54.06
2017-01-03,52.33,53.9266666666667,53.8233333333333,53.72,53.77
2017-01-04,53.26,54.03,53.9266666666667,53.8233333333333,53.72
2017-01-05,53.76,52.33,54.03,53.9266666666667,53.8233333333333
2017-01-06,53.99,53.26,52.33,54.03,53.9266666666667
2017-01-07,53.3133333333333,53.76,53.26,52.33,54.03
2017-01-08,52.6366666666667,53.99,53.76,53.26,52.33
2017-01-09,51.96,53.3133333333333,53.99,53.76,53.26
2017-01-10,50.82,52.6366666666667,53.3133333333333,53.99,53.76
2017-01-11,52.25,51.96,52.6366666666667,53.3133333333333,53.99
2017-01-12,53.01,50.82,51.96,52.6366666666667,53.3133333333333
2017-01-13,52.37,52.25,50.82,51.96,52.6366666666667
2017-01-14,52.41,53.01,52.25,50.82,51.96
2017-01-15,52.45,52.37,53.01,52.25,50.82
2017-01-16,52.52,52.41,52.37,53.01,52.25
2017-01-17,52.48,52.45,52.41,52.37,53.01
2017-01-18,51.08,52.52,52.45,52.41,52.37
2017-01-19,51.37,52.48,52.52,52.45,52.41
2017-01-20,52.42,51.08,52.48,52.52,52.45
2017-01-21,52.53,51.37,51.08,52.48,52.52
2017-01-22,52.64,52.42,51.37,51.08,52.48
2017-01-23,52.75,52.53,52.42,51.37,51.08
2017-01-24,53.18,52.64,52.53,52.42,51.37
2017-01-25,52.75,52.75,52.64,52.53,52.42
2017-01-26,53.78,53.18,52.75,52.64,52.53
2017-01-27,53.17,52.75,53.18,52.75,52.64
2017-01-28,52.99,53.78,52.75,53.18,52.75
2017-01-29,52.81,53.17,53.78,52.75,53.18
2017-01-30,52.63,52.99,53.17,53.78,52.75
2017-01-31,52.81,52.81,52.99,53.17,53.78
2017-02-01,53.88,52.63,52.81,52.99,53.17
2017-02-02,53.54,52.81,52.63,52.81,52.99
2017-02-03,53.83,53.88,52.81,52.63,52.81
2017-02-04,53.5566666666667,53.54,53.88,52.81,52.63
2017-02-05,53.2833333333333,53.83,53.54,53.88,52.81
2017-02-06,53.01,53.5566666666667,53.83,53.54,53.88
2017-02-07,52.17,53.2833333333333,53.5566666666667,53.83,53.54
2017-02-08,52.34,53.01,53.2833333333333,53.5566666666667,53.83
2017-02-09,53,52.17,53.01,53.2833333333333,53.5566666666667
2017-02-10,53.86,52.34,52.17,53.01,53.2833333333333
2017-02-11,53.55,53,52.34,52.17,53.01
2017-02-12,53.24,53.86,53,52.34,52.17
2017-02-13,52.93,53.55,53.86,53,52.34
2017-02-14,53.2,53.24,53.55,53.86,53
2017-02-15,53.11,52.93,53.24,53.55,53.86
2017-02-16,53.36,53.2,52.93,53.24,53.55
2017-02-17,53.4,53.11,53.2,52.93,53.24
2017-02-18,53.595,53.36,53.11,53.2,52.93
2017-02-19,53.79,53.4,53.36,53.11,53.2
2017-02-20,53.97,53.595,53.4,53.36,53.11
2017-02-21,54.06,53.79,53.595,53.4,53.36
2017-02-22,53.59,53.97,53.79,53.595,53.4
2017-02-23,54.45,54.06,53.97,53.79,53.595
2017-02-24,53.99,53.59,54.06,53.97,53.79
2017-02-25,54.01,54.45,53.59,54.06,53.97
2017-02-26,54.03,53.99,54.45,53.59,54.06
2017-02-27,54.05,54.01,53.99,54.45,53.59
2017-02-28,54.01,54.03,54.01,53.99,54.45
2017-03-01,53.83,54.05,54.03,54.01,53.99
2017-03-02,52.61,54.01,54.05,54.03,54.01
2017-03-03,53.33,53.83,54.01,54.05,54.03
2017-03-04,53.2866666666667,52.61,53.83,54.01,54.05
2017-03-05,53.2433333333333,53.33,52.61,53.83,54.01
2017-03-06,53.2,53.2866666666667,53.33,52.61,53.83
2017-03-07,53.14,53.2433333333333,53.2866666666667,53.33,52.61
2017-03-08,50.28,53.2,53.2433333333333,53.2866666666667,53.33
2017-03-09,49.28,53.14,53.2,53.2433333333333,53.2866666666667
2017-03-10,48.49,50.28,53.14,53.2,53.2433333333333
2017-03-11,48.46,49.28,50.28,53.14,53.2
2017-03-12,48.43,48.49,49.28,50.28,53.14
2017-03-13,48.4,48.46,48.49,49.28,50.28
2017-03-14,47.72,48.43,48.46,48.49,49.28
2017-03-15,48.86,48.4,48.43,48.46,48.49
2017-03-16,48.75,47.72,48.4,48.43,48.46
2017-03-17,48.78,48.86,47.72,48.4,48.43
2017-03-18,48.5933333333333,48.75,48.86,47.72,48.4
2017-03-19,48.4066666666667,48.78,48.75,48.86,47.72
2017-03-20,48.22,48.5933333333333,48.78,48.75,48.86
2017-03-21,47.34,48.4066666666667,48.5933333333333,48.78,48.75
2017-03-22,48.04,48.22,48.4066666666667,48.5933333333333,48.78
2017-03-23,47.7,47.34,48.22,48.4066666666667,48.5933333333333
2017-03-24,47.97,48.04,47.34,48.22,48.4066666666667
2017-03-25,47.89,47.7,48.04,47.34,48.22
2017-03-26,47.81,47.97,47.7,48.04,47.34
2017-03-27,47.73,47.89,47.97,47.7,48.04
2017-03-28,48.37,47.81,47.89,47.97,47.7
2017-03-29,49.51,47.73,47.81,47.89,47.97
2017-03-30,50.35,48.37,47.73,47.81,47.89
2017-03-31,50.6,49.51,48.37,47.73,47.81
2017-04-01,50.48,50.35,49.51,48.37,47.73
2017-04-02,50.36,50.6,50.35,49.51,48.37
2017-04-03,50.24,50.48,50.6,50.35,49.51
2017-04-04,51.03,50.36,50.48,50.6,50.35
2017-04-05,51.15,50.24,50.36,50.48,50.6
2017-04-06,51.7,51.03,50.24,50.36,50.48
2017-04-07,52.24,51.15,51.03,50.24,50.36
2017-04-08,52.52,51.7,51.15,51.03,50.24
2017-04-09,52.8,52.24,51.7,51.15,51.03
2017-04-10,53.08,52.52,52.24,51.7,51.15
2017-04-11,53.4,52.8,52.52,52.24,51.7
2017-04-12,53.11,53.08,52.8,52.52,52.24
2017-04-13,53.18,53.4,53.08,52.8,52.52
2017-04-14,53.0475,53.11,53.4,53.08,52.8
2017-04-15,52.915,53.18,53.11,53.4,53.08
2017-04-16,52.7825,53.0475,53.18,53.11,53.4
2017-04-17,52.65,52.915,53.0475,53.18,53.11
2017-04-18,52.41,52.7825,52.915,53.0475,53.18
2017-04-19,50.44,52.65,52.7825,52.915,53.0475
2017-04-20,50.27,52.41,52.65,52.7825,52.915
2017-04-21,49.62,50.44,52.41,52.65,52.7825
2017-04-22,49.49,50.27,50.44,52.41,52.65
2017-04-23,49.36,49.62,50.27,50.44,52.41
2017-04-24,49.23,49.49,49.62,50.27,50.44
2017-04-25,49.56,49.36,49.49,49.62,50.27
2017-04-26,49.62,49.23,49.36,49.49,49.62
2017-04-27,48.97,49.56,49.23,49.36,49.49
2017-04-28,49.33,49.62,49.56,49.23,49.36
2017-04-29,49.1666666666667,48.97,49.62,49.56,49.23
2017-04-30,49.0033333333333,49.33,48.97,49.62,49.56
2017-05-01,48.84,49.1666666666667,49.33,48.97,49.62
2017-05-02,47.66,49.0033333333333,49.1666666666667,49.33,48.97
2017-05-03,47.82,48.84,49.0033333333333,49.1666666666667,49.33
2017-05-04,45.52,47.66,48.84,49.0033333333333,49.1666666666667
2017-05-05,46.22,47.82,47.66,48.84,49.0033333333333
2017-05-06,46.29,45.52,47.82,47.66,48.84
2017-05-07,46.36,46.22,45.52,47.82,47.66
2017-05-08,46.43,46.29,46.22,45.52,47.82
2017-05-09,45.88,46.36,46.29,46.22,45.52
2017-05-10,47.33,46.43,46.36,46.29,46.22
2017-05-11,47.83,45.88,46.43,46.36,46.29
2017-05-12,47.84,47.33,45.88,46.43,46.36
2017-05-13,48.1766666666667,47.83,47.33,45.88,46.43
2017-05-14,48.5133333333333,47.84,47.83,47.33,45.88
2017-05-15,48.85,48.1766666666667,47.84,47.83,47.33
2017-05-16,48.66,48.5133333333333,48.1766666666667,47.84,47.83
2017-05-17,49.07,48.85,48.5133333333333,48.1766666666667,47.84
2017-05-18,49.35,48.66,48.85,48.5133333333333,48.1766666666667
2017-05-19,50.33,49.07,48.66,48.85,48.5133333333333
2017-05-20,50.4633333333333,49.35,49.07,48.66,48.85
2017-05-21,50.5966666666667,50.33,49.35,49.07,48.66
2017-05-22,50.73,50.4633333333333,50.33,49.35,49.07
2017-05-23,51.47,50.5966666666667,50.4633333333333,50.33,49.35
2017-05-24,51.36,50.73,50.5966666666667,50.4633333333333,50.33
2017-05-25,48.9,51.47,50.73,50.5966666666667,50.4633333333333
2017-05-26,49.8,51.36,51.47,50.73,50.5966666666667
2017-05-27,49.87,48.9,51.36,51.47,50.73
2017-05-28,49.94,49.8,48.9,51.36,51.47
2017-05-29,49.97,49.87,49.8,48.9,51.36
2017-05-30,49.66,49.94,49.87,49.8,48.9
2017-05-31,48.32,49.97,49.94,49.87,49.8
2017-06-01,48.36,49.66,49.97,49.94,49.87
2017-06-02,47.66,48.32,49.66,49.97,49.94
2017-06-03,47.5733333333333,48.36,48.32,49.66,49.97
2017-06-04,47.4866666666667,47.66,48.36,48.32,49.66
2017-06-05,47.4,47.5733333333333,47.66,48.36,48.32
